db_id,question,gold_sql,llama_predicted_sql
student_transcripts_tracking,What are the names of the sections in reverse alphabetical order?,SELECT section_name FROM Sections ORDER BY section_name DESC,SELECT name FROM sections ORDER BY name DESC
student_transcripts_tracking,What is the semester which most student registered in? Show both the name and the id.,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.name, T1.id FROM semesters AS T1 INNER JOIN registrations AS T2 ON T1.id = T2.semester_id GROUP BY T1.id ORDER BY COUNT(T2.student_id) DESC LIMIT 1"
student_transcripts_tracking,"For each semester, what is the name and id of the one with the most students registered?","SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT semester, name, id FROM semesters ORDER BY num_students DESC LIMIT 1"
student_transcripts_tracking,What is the description of the department whose name has the substring the computer?,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT description FROM department WHERE name LIKE '%the computer%'
student_transcripts_tracking,What is the department description for the one whose name has the word computer?,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT department_description FROM department WHERE department_name LIKE '%computer%'
student_transcripts_tracking,"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.id FROM students AS T1 INNER JOIN enrollments AS T2 ON T1.id = T2.student_id GROUP BY T1.id, T2.semester HAVING COUNT(DISTINCT T2.degree_program_id) = 2"
student_transcripts_tracking,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT s.first_name, s.middle_name, s.last_name, s.id FROM students s JOIN enrollments e ON s.id = e.student_id GROUP BY s.id HAVING COUNT(DISTINCT e.degree_program_id) = 2"
student_transcripts_tracking,"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT first_name, middle_name, last_name FROM students WHERE degree_program = 'Bachelor'"
student_transcripts_tracking,"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT first_name, middle_name, last_name FROM students WHERE program = 'Bachelors'"
student_transcripts_tracking,Find the kind of program which most number of students are enrolled in?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,SELECT program_kind FROM enrollments GROUP BY program_kind ORDER BY COUNT(student_id) DESC LIMIT 1
student_transcripts_tracking,What is the degree summary name that has the most number of students enrolled?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,SELECT degree_summary_name FROM enrollments GROUP BY degree_summary_name ORDER BY COUNT(student_id) DESC LIMIT 1
student_transcripts_tracking,Find the program which most number of students are enrolled in. List both the id and the summary.,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT id, summary FROM programs GROUP BY id ORDER BY COUNT(student_id) DESC LIMIT 1"
student_transcripts_tracking,What is the program id and the summary of the degree that has the most students enrolled?,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT program_id, degree_summary FROM degrees ORDER BY num_students_enrolled DESC LIMIT 1"
student_transcripts_tracking,"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT s.id, s.first_name, s.middle_name, s.last_name, COUNT(e.student_id) as num_enrollments, e.student_id FROM students s JOIN enrollments e ON s.id = e.student_id GROUP BY e.student_id ORDER BY num_enrollments DESC LIMIT 1"
student_transcripts_tracking,"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.id, COUNT(T2.student_id) FROM students AS T1 INNER JOIN enrollments AS T2 ON T1.id = T2.student_id GROUP BY T1.id ORDER BY COUNT(T2.student_id) DESC LIMIT 1"
student_transcripts_tracking,Which semesters do not have any student enrolled? List the semester name.,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),SELECT semester_name FROM semesters WHERE semester_id NOT IN (SELECT semester_id FROM enrollments)
student_transcripts_tracking,What is the name of the semester with no students enrolled?,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),SELECT name FROM semester WHERE id NOT IN (SELECT semester_id FROM enrollment)
student_transcripts_tracking,What are all the course names of the courses which ever have students enrolled in?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,SELECT DISTINCT T1.course_name FROM courses AS T1 INNER JOIN enrollments AS T2 ON T1.course_id = T2.course_id
student_transcripts_tracking,What are the names of all courses that have some students enrolled?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,SELECT DISTINCT T1.name FROM courses AS T1 INNER JOIN enrollments AS T2 ON T1.id = T2.course_id
student_transcripts_tracking,What's the name of the course with most number of enrollments?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM courses AS T1 INNER JOIN enrollments AS T2 ON T1.id = T2.course_id GROUP BY T1.name ORDER BY COUNT(T2.id) DESC LIMIT 1
student_transcripts_tracking,What is the name of the course with the most students enrolled?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,SELECT course_name FROM courses ORDER BY num_students DESC LIMIT 1
student_transcripts_tracking,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT last_name FROM students WHERE state = 'North Carolina' AND degree_program_id IS NULL
student_transcripts_tracking,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT last_name FROM students WHERE state = 'North Carolina' AND student_id NOT IN (SELECT student_id FROM degree_programs)
student_transcripts_tracking,Show the date and id of the transcript with at least 2 course results.,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT date, id FROM transcript GROUP BY id HAVING COUNT(course_result) >= 2"
student_transcripts_tracking,What is the date and id of the transcript with at least 2 courses listed?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT date, id FROM transcript WHERE id IN (SELECT transcript_id FROM course_transcript GROUP BY transcript_id HAVING COUNT(course_id) >= 2)"
student_transcripts_tracking,What is the phone number of the man with the first name Timmothy and the last name Ward?,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',SELECT phone_number FROM customers WHERE first_name = 'Timmothy' AND last_name = 'Ward'
student_transcripts_tracking,What is the mobile phone number of the student named Timmothy Ward ?,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',SELECT mobile_phone_number FROM students WHERE first_name = 'Timmothy' AND last_name = 'Ward'
student_transcripts_tracking,"Who is the first student to register? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM students ORDER BY registration_date ASC LIMIT 1"
student_transcripts_tracking,"What is the first, middle, and last name of the first student to register?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM students ORDER BY registration_date ASC LIMIT 1"
student_transcripts_tracking,"Who is the earliest graduate of the school? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM students ORDER BY graduation_date ASC LIMIT 1"
student_transcripts_tracking,"What is the first, middle, and last name of the earliest school graduate?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM students ORDER BY graduation_date ASC LIMIT 1"
student_transcripts_tracking,Whose permanent address is different from his or her current address? List his or her first name.,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT first_name FROM customers WHERE permanent_address != current_address
student_transcripts_tracking,What is the first name of the student whose permanent address is different from his or her current one?,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT first_name FROM students WHERE permanent_address != current_address
student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT address_id, GROUP_CONCAT(student_name) FROM students GROUP BY address_id ORDER BY COUNT(student_name) DESC LIMIT 1"
student_transcripts_tracking,"What is the id, line 1, and line 2 of the address with the most students?","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT id, line1, line2 FROM addresses ORDER BY (SELECT COUNT(*) FROM students WHERE students.address_id = addresses.id) DESC LIMIT 1"
student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(print_date) FROM transcripts
student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(transcript_date) FROM transcripts
student_transcripts_tracking,When is the first transcript released? List the date and details.,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT release_date, details FROM transcripts ORDER BY release_date ASC LIMIT 1"
student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT MIN(release_date), transcript_id, release_date, details FROM transcripts"
student_transcripts_tracking,How many transcripts are released?,SELECT count(*) FROM Transcripts,SELECT COUNT(*) FROM transcripts WHERE status = 'released'
student_transcripts_tracking,How many transcripts are listed?,SELECT count(*) FROM Transcripts,SELECT COUNT(*) FROM transcripts
student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(release_date) FROM transcripts
student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(release_date) FROM transcripts
student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT course_enrollment_id, COUNT(transcript_id) as count FROM course_enrollment_transcript GROUP BY course_enrollment_id ORDER BY count DESC LIMIT 1"
student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT course_id, enrollment_id, COUNT(*) as count FROM transcript GROUP BY course_id ORDER BY count DESC LIMIT 1"
student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT transcript_date, id FROM transcripts GROUP BY transcript_date ORDER BY COUNT(*) ASC LIMIT 1"
student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT date, id FROM transcript ORDER BY results ASC LIMIT 1"
student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',SELECT semester FROM Master_Enrollments INTERSECT SELECT semester FROM Bachelor_Enrollments
student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT semester_id FROM enrollments WHERE student_type IN ('Masters', 'Bachelors') GROUP BY semester_id HAVING COUNT(DISTINCT student_type) = 2"
student_transcripts_tracking,How many different addresses do the students currently live?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT COUNT(DISTINCT address) FROM students
student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT DISTINCT address FROM students
student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT * FROM students ORDER BY name DESC;
student_transcripts_tracking,What other details can you tell me about students in reverse alphabetical order?,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT * FROM students ORDER BY name DESC
student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT description FROM sections WHERE id = 'h'
student_transcripts_tracking,What is the description for the section named h?,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT description FROM sections WHERE name = 'h'
student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT first_name FROM students WHERE country_of_residence = 'Haiti' OR cell_phone_number = '09700166582'
student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT first_name FROM students WHERE country_of_residence = 'Haiti' AND type_of_residence = 'permanent' OR cell_phone_number = '09700166582'
tvshow,List the title of all cartoons in alphabetical order.,SELECT Title FROM Cartoon ORDER BY title,SELECT title FROM cartoons ORDER BY title ASC
tvshow,What are the titles of the cartoons sorted alphabetically?,SELECT Title FROM Cartoon ORDER BY title,SELECT title FROM cartoons ORDER BY title ASC
tvshow,"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT * FROM cartoons WHERE director = 'Ben Jones'
tvshow,What are the names of all cartoons directed by Ben Jones?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT name FROM cartoons WHERE director = 'Ben Jones'
tvshow,"How many cartoons were written by ""Joseph Kuhr""?","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(*) FROM cartoons AS c JOIN writers AS w ON c.id = w.cartoon_id WHERE w.name = 'Joseph Kuhr'
tvshow,What is the number of cartoones written by Joseph Kuhr?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(*) FROM cartoones WHERE author = 'Joseph Kuhr'
tvshow,list all cartoon titles and their directors ordered by their air date,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT title, director FROM cartoons ORDER BY air_date"
tvshow,What is the name and directors of all the cartoons that are ordered by air date?,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT name, directors FROM cartoons ORDER BY air_date"
tvshow,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT title FROM cartoons WHERE director = 'Ben Jones' OR director = 'Brandon Vietti'
tvshow,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT title FROM cartoons WHERE director = 'Ben Jones' OR director = 'Brandon Vietti'
tvshow,Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT country, COUNT(channel_id) FROM tv_channels GROUP BY country ORDER BY COUNT(channel_id) DESC LIMIT 1"
tvshow,What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT country, COUNT(channel_name) as num_channels FROM tv_channels GROUP BY country ORDER BY num_channels DESC LIMIT 1"
tvshow,List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT COUNT(DISTINCT series_name) AS num_series, COUNT(DISTINCT contents) AS num_contents FROM TV_Channel"
tvshow,How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",SELECT COUNT(DISTINCT series) + COUNT(DISTINCT content) FROM TV_Channel
tvshow,"What is the content of TV Channel with serial name ""Sky Radio""?","SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT content FROM TV_Channel WHERE serial_name = ""Sky Radio"""
tvshow,What is the content of the series Sky Radio?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT content FROM series WHERE name = 'Sky Radio'
tvshow,"What is the Package Option of TV Channel with serial name ""Sky Radio""?","SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT Package_Option FROM TV_Channel WHERE Serial_Name = ""Sky Radio"""
tvshow,What are the Package Options of the TV Channels whose series names are Sky Radio?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT Package_Options FROM TV_Channels WHERE Series_Name = 'Sky Radio'
tvshow,How many TV Channel using language English?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(*) FROM TV_Channel WHERE language = 'English'
tvshow,How many TV Channels use the English language?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(*) FROM TVChannels WHERE language = 'English'
tvshow,List the language used least number of TV Channel. List language and number of TV Channel.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT language, COUNT(channel_id) FROM tv_channels GROUP BY language ORDER BY COUNT(channel_id) ASC LIMIT 1"
tvshow,What are the languages used by the least number of TV Channels and how many channels use it?,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT language, COUNT(channel_id) FROM tv_channels GROUP BY language ORDER BY COUNT(channel_id) ASC LIMIT 1"
tvshow,List each language and the number of TV Channels using it.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT T2.name, COUNT(T1.id) FROM TVChannels AS T1 INNER JOIN Languages AS T2 ON T1.language_id = T2.id GROUP BY T2.name"
tvshow,"For each language, list the number of TV Channels that use it.","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT language, COUNT(channel_id) FROM tv_channels GROUP BY language"
tvshow,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT T2.series_name FROM cartoons AS T1 INNER JOIN tv_channels AS T2 ON T1.tv_channel_id = T2.id WHERE T1.cartoon_name = 'The Rise of the Blue Beetle!'
tvshow,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","SELECT series_name FROM TV_Channel WHERE cartoon_name = ""The Rise of the Blue Beetle"""
tvshow,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T1.title FROM Cartoons AS T1 INNER JOIN TV_Channel AS T2 ON T1.channel_id = T2.id INNER JOIN Series AS T3 ON T2.series_id = T3.id WHERE T3.name = 'Sky Radio'
tvshow,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T1.title FROM cartools AS T1 INNER JOIN tvchannel AS T2 ON T1.tvchannel_id = T2.id INNER JOIN series AS T3 ON T2.series_id = T3.id WHERE T3.name = 'Sky Radio'
tvshow,List the Episode of all TV series sorted by rating.,SELECT Episode FROM TV_series ORDER BY rating,SELECT Episode FROM TV_Series ORDER BY Rating DESC;
tvshow,What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY rating,SELECT * FROM episodes ORDER BY rating DESC;
tvshow,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT Episode, Rating FROM TV_Series ORDER BY Rating DESC LIMIT 3"
tvshow,What are 3 most highly rated episodes in the TV series table and what were those ratings?,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT episode_name, rating FROM TV_series ORDER BY rating DESC LIMIT 3"
tvshow,What is minimum and maximum share of TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT MIN(share), MAX(share) FROM TV_series"
tvshow,What is the maximum and minimum share for the TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT MAX(share), MIN(share) FROM tv_series"
tvshow,"What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","SELECT air_date FROM episodes WHERE episode_name = ""A Love of a Lifetime"""
tvshow,"When did the episode ""A Love of a Lifetime"" air?","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT air_date FROM episodes WHERE episode_name = 'A Love of a Lifetime'
tvshow,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT Weekly_Rank FROM TV_Series_Episodes WHERE Episode = 'A Love of a Lifetime'
tvshow,"What is the weekly rank for the episode ""A Love of a Lifetime""?","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT weekly_rank FROM episodes WHERE episode_name = 'A Love of a Lifetime'
tvshow,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";","SELECT T2.TV_Channel, T1.Series_Name FROM Series AS T1 INNER JOIN Episodes AS T2 ON T1.Series_ID = T2.Series_ID WHERE T2.Episode = 'A Love of a Lifetime'"
tvshow,"What is the name of the series that has the episode ""A Love of a Lifetime""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",SELECT series_name FROM series AS s JOIN episodes AS e ON s.series_id = e.series_id WHERE e.episode_name = 'A Love of a Lifetime'
tvshow,"List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT T3.Episode FROM TV_Channel AS T1 INNER JOIN TV_Series AS T2 ON T1.ID = T2.TV_Channel_ID INNER JOIN Episode AS T3 ON T2.ID = T3.TV_Series_ID WHERE T2.Series_Name = ""Sky Radio"""
tvshow,"What is the episode for the TV series named ""Sky Radio""?","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT episode FROM tv_series WHERE name = ""Sky Radio"""
