db_id,question,gold_sql,gemini_flash_predicted_sql
wta_1,Find the number of left handed winners who participated in the WTA Championships.,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',SELECT count(*) FROM matches WHERE winner_hand = 'L' AND tourney_name = 'WTA Championships'
wta_1,"Find the first name, country code and birth date of the winner who has the highest rank points in all matches.","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","SELECT T1.first_name, T1.country_code, T1.birth_date FROM player AS T1 JOIN match AS T2 ON T1.player_id = T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1"
wta_1,"What is the first name, country code, and birth date of the player with the most winner rank points across all matches?","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","SELECT T1.first_name, T1.country_code, T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1"
wta_1,Find the number of players for each hand type.,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) FROM player GROUP BY hand"
wta_1,How many players are there for each hand type?,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) FROM players GROUP BY hand"
battle_death,How many ships ended up being 'Captured'?,SELECT count(*) FROM ship WHERE disposition_of_ship  =  'Captured',SELECT COUNT(*) FROM outcomes WHERE result = 'Captured'
battle_death,List the name and tonnage ordered by in descending alphaetical order for the names.,"SELECT name ,  tonnage FROM ship ORDER BY name DESC","SELECT name, tonnage FROM ship ORDER BY name DESC"
battle_death,"List the name, date and result of each battle.","SELECT name ,  date FROM battle","SELECT name, date, result FROM battle"
battle_death,What is maximum and minimum death toll caused each time?,"SELECT max(killed) ,  min(killed) FROM death","SELECT MAX(death_toll), MIN(death_toll) FROM disaster"
battle_death,What is the average number of injuries caused each time?,SELECT avg(injured) FROM death,SELECT AVG(injuries) FROM accidents
battle_death,What are the death and injury situations caused by the ship with tonnage 't'?,"SELECT T1.killed ,  T1.injured FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id WHERE T2.tonnage  =  't'","SELECT deaths ,  injuries FROM ship WHERE tonnage = 't'"
battle_death,What are the name and results of the battles when the bulgarian commander is not 'Boril',"SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'","SELECT name, result FROM battle WHERE bulgarian_commander != 'Boril'"
battle_death,What are the different ids and names of the battles that lost any 'Brig' type shipes?,"SELECT DISTINCT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.ship_type  =  'Brig'","SELECT DISTINCT T1.id, T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id = T2.lost_in_battle WHERE T2.type = 'Brig'"
battle_death,What are the ids and names of the battles that led to more than 10 people killed in total.,"SELECT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle JOIN death AS T3 ON T2.id  =  T3.caused_by_ship_id GROUP BY T1.id HAVING sum(T3.killed)  >  10","SELECT T1.id, T1.name FROM battle AS T1 JOIN death AS T2 ON T1.id = T2.id_of_battle GROUP BY T1.id HAVING SUM(T2.number_of_deaths) > 10"
battle_death,What is the ship id and name that caused most total injuries?,"SELECT T2.id ,  T2.name FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1","SELECT T1.Ship_ID, T2.Name FROM Incident AS T1 JOIN Ship AS T2 ON T1.Ship_ID = T2.Ship_ID GROUP BY T1.Ship_ID ORDER BY SUM(T1.Total_Injuries) DESC LIMIT 1"
battle_death,What are the distinct battle names which are between bulgarian commander 'Kaloyan' and latin commander 'Baldwin I'?,SELECT name FROM battle WHERE bulgarian_commander  =  'Kaloyan' AND latin_commander  =  'Baldwin I',SELECT DISTINCT name FROM battle WHERE bulgarian_commander = 'Kaloyan' AND latin_commander = 'Baldwin I'
battle_death,How many different results are there for the battles?,SELECT count(DISTINCT RESULT) FROM battle,SELECT COUNT(DISTINCT result) FROM battles
battle_death,How many battles did not lose any ship with tonnage '225'?,SELECT count(*) FROM battle WHERE id NOT IN ( SELECT lost_in_battle FROM ship WHERE tonnage  =  '225' );,SELECT COUNT(*) FROM Battles WHERE name NOT IN (SELECT battle FROM Outcomes JOIN Ships ON Outcomes.ship = Ships.name JOIN Classes ON Ships.class = Classes.class WHERE displacement = 225 AND result = 'sunk')
battle_death,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',"SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'Lettice' INTERSECT SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'HMS Atalanta'","SELECT name, date FROM Battles WHERE name IN (SELECT battle FROM Outcomes WHERE ship = 'Lettice') AND name IN (SELECT battle FROM Outcomes WHERE ship = 'HMS Atalanta')"
battle_death,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.","SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'","SELECT name, result, bulgarian_commander FROM battle WHERE location = 'English Channel' AND ships_lost = 0"
battle_death,What are the notes of the death events which has substring 'East'?,SELECT note FROM death WHERE note LIKE '%East%',SELECT note FROM death WHERE note LIKE '%East%'
student_transcripts_tracking,what are all the addresses including line 1 and line 2?,"SELECT line_1 ,  line_2 FROM addresses","SELECT address_line1, address_line2 FROM addresses;"
student_transcripts_tracking,What is the first and second line for all addresses?,"SELECT line_1 ,  line_2 FROM addresses","SELECT AddressLine1, AddressLine2 FROM Address;"
student_transcripts_tracking,How many courses in total are listed?,SELECT count(*) FROM Courses,SELECT COUNT(*) FROM courses;
student_transcripts_tracking,How many courses are there?,SELECT count(*) FROM Courses,SELECT COUNT(*) FROM courses;
student_transcripts_tracking,How is the math course described?,SELECT course_description FROM Courses WHERE course_name  =  'math',SELECT description FROM courses WHERE course_name = 'Math'
student_transcripts_tracking,What are the descriptions for all the math courses?,SELECT course_description FROM Courses WHERE course_name  =  'math',SELECT description FROM courses WHERE name LIKE '%Math%';
student_transcripts_tracking,What is the zip code of the address in the city Port Chelsea?,SELECT zip_postcode FROM Addresses WHERE city  =  'Port Chelsea',SELECT zip_code FROM Addresses WHERE city = 'Port Chelsea'
student_transcripts_tracking,What is the zip code for Port Chelsea?,SELECT zip_postcode FROM Addresses WHERE city  =  'Port Chelsea',SELECT zip_code FROM zipcode WHERE city = 'Port Chelsea'
student_transcripts_tracking,Which department offers the most number of degrees? List department name and id.,"SELECT T2.department_name ,  T1.department_id FROM Degree_Programs AS T1 JOIN Departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.Department_Name, T1.Department_ID FROM Department AS T1 JOIN Degree AS T2 ON T1.Department_ID = T2.Department_ID GROUP BY T1.Department_ID ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,What is the name and id of the department with the most number of degrees ?,"select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1","SELECT T1.Department_Name, T1.Department_ID FROM Department AS T1 JOIN Degree AS T2 ON T1.Department_ID = T2.Department_ID GROUP BY T2.Department_ID ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,How many departments offer any degree?,SELECT count(DISTINCT department_id) FROM Degree_Programs,SELECT count(DISTINCT department_id) FROM degree
student_transcripts_tracking,How many different departments offer degrees?,SELECT count(DISTINCT department_id) FROM Degree_Programs,SELECT count(DISTINCT Department_ID) FROM Degree
student_transcripts_tracking,How many different degree names are offered?,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs,SELECT count(DISTINCT name) FROM degree
student_transcripts_tracking,How many different degrees are offered?,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs,SELECT count(DISTINCT degree) FROM Degree
student_transcripts_tracking,How many degrees does the engineering department offer?,SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer',SELECT count(*) FROM degree JOIN department ON degree.department_id = department.department_id WHERE department.name = 'Engineering'
student_transcripts_tracking,How many degrees does the engineering department have?,SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer',SELECT count(*) FROM degree JOIN department ON degree.department_id = department.department_id WHERE department.name = 'Engineering'
student_transcripts_tracking,What are the names and descriptions of all the sections?,"SELECT section_name ,  section_description FROM Sections","SELECT name, description FROM sections;"
student_transcripts_tracking,What are the names and descriptions for all the sections?,"SELECT section_name ,  section_description FROM Sections","SELECT name, description FROM sections;"
student_transcripts_tracking,What are the names and id of courses having at most 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT T1.title ,  T1.course_id FROM course AS T1 JOIN section AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING COUNT(*)  <=  2"
student_transcripts_tracking,What are the names and ids of every course with less than 2 sections?,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2","SELECT name, course_id FROM course WHERE course_id NOT IN (SELECT course_id FROM section GROUP BY course_id HAVING COUNT(*) >= 2)"
student_transcripts_tracking,List the section_name in reversed lexicographical order.,SELECT section_name FROM Sections ORDER BY section_name DESC,SELECT section_name FROM section ORDER BY section_name DESC;
student_transcripts_tracking,What are the names of the sections in reverse alphabetical order?,SELECT section_name FROM Sections ORDER BY section_name DESC,SELECT name FROM section ORDER BY name DESC
student_transcripts_tracking,What is the semester which most student registered in? Show both the name and the id.,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT T2.semester_id, T2.semester_name FROM Student_Registration AS T1 JOIN Semesters AS T2 ON T1.semester_id = T2.semester_id GROUP BY T2.semester_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,"For each semester, what is the name and id of the one with the most students registered?","SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.Semester_Name, T1.Semester_ID FROM Semester AS T1 JOIN Student_Registration AS T2 ON T1.Semester_ID = T2.Semester_ID GROUP BY T1.Semester_ID ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,What is the description of the department whose name has the substring the computer?,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT description FROM department WHERE name LIKE '%the computer%'
student_transcripts_tracking,What is the department description for the one whose name has the word computer?,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%',SELECT description FROM department WHERE name LIKE '%computer%'
student_transcripts_tracking,"Who are enrolled in 2 degree programs in one semester? List the first name, middle name and last name and the id.","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T2.student_id, T2.semester_id HAVING COUNT(*) = 2"
student_transcripts_tracking,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?","SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T2.student_id, T2.semester_id HAVING COUNT(*) = 2"
student_transcripts_tracking,"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT first_name, middle_name, last_name FROM Students WHERE degree_program = 'Bachelor'"
student_transcripts_tracking,"What are the first, middle, and last names for everybody enrolled in a Bachelors program?","SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'","SELECT T1.first_name, T1.middle_name, T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id = T3.degree_program_id WHERE T3.degree_summary_name = 'Bachelors'"
student_transcripts_tracking,Find the kind of program which most number of students are enrolled in?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,SELECT kind FROM program JOIN student ON program.prog_id = student.prog_id GROUP BY kind ORDER BY COUNT(*) DESC LIMIT 1
student_transcripts_tracking,What is the degree summary name that has the most number of students enrolled?,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1,SELECT T1.degree_summary_name FROM Degrees AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_id = T2.degree_id GROUP BY T1.degree_summary_name ORDER BY COUNT(*) DESC LIMIT 1
student_transcripts_tracking,Find the program which most number of students are enrolled in. List both the id and the summary.,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.id, T1.summary FROM program AS T1 JOIN student AS T2 ON T1.id = T2.program_id GROUP BY T1.id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,What is the program id and the summary of the degree that has the most students enrolled?,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.degree_id, T1.degree_summary FROM Degree AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_id = T2.degree_id GROUP BY T1.degree_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,"Which student has enrolled for the most times in any program? List the id, first name, middle name, last name, the number of enrollments and student id.","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.student_id, T1.first_name, T1.middle_name, T1.last_name, COUNT(*), T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?","SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.first_name, T1.middle_name, T1.last_name, T1.student_id, COUNT(*) FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,Which semesters do not have any student enrolled? List the semester name.,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),SELECT Semester_Name FROM Semester WHERE Semester_ID NOT IN (SELECT Semester_ID FROM Student_Enrolment)
student_transcripts_tracking,What is the name of the semester with no students enrolled?,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),SELECT Semester_Name FROM Semester WHERE Semester_ID NOT IN (SELECT Semester_ID FROM Student_Semester)
student_transcripts_tracking,What are all the course names of the courses which ever have students enrolled in?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,SELECT DISTINCT T1.Course_Name FROM Course AS T1 JOIN Student_Course_Attendance AS T2 ON T1.Course_ID = T2.Course_ID
student_transcripts_tracking,What are the names of all courses that have some students enrolled?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,SELECT DISTINCT T1.course_name FROM Course AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id = T2.course_id
student_transcripts_tracking,What's the name of the course with most number of enrollments?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,SELECT name FROM courses JOIN enrollments ON courses.id = enrollments.course_id GROUP BY courses.id ORDER BY COUNT(*) DESC LIMIT 1
student_transcripts_tracking,What is the name of the course with the most students enrolled?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,SELECT T1.name FROM courses AS T1 JOIN enrollments AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id ORDER BY COUNT(*) DESC LIMIT 1
student_transcripts_tracking,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT last_name FROM Students WHERE state = 'North Carolina' EXCEPT SELECT T1.last_name FROM Students AS T1 JOIN Student_Registration AS T2 ON T1.student_id = T2.student_id;
student_transcripts_tracking,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,SELECT last_name FROM Students WHERE state_code = 'NC' EXCEPT SELECT T1.last_name FROM Students AS T1 JOIN Student_Registration AS T2 ON T1.student_id = T2.student_id
student_transcripts_tracking,Show the date and id of the transcript with at least 2 course results.,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Course_Results AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id HAVING COUNT(*) >= 2"
student_transcripts_tracking,What is the date and id of the transcript with at least 2 courses listed?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Details AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id HAVING COUNT(*) >= 2"
student_transcripts_tracking,What is the phone number of the man with the first name Timmothy and the last name Ward?,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',SELECT Phone FROM customers WHERE FirstName = 'Timmothy' AND LastName = 'Ward'
student_transcripts_tracking,What is the mobile phone number of the student named Timmothy Ward ?,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',SELECT mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward'
student_transcripts_tracking,"Who is the first student to register? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM Students ORDER BY registration_date ASC LIMIT 1;"
student_transcripts_tracking,"What is the first, middle, and last name of the first student to register?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM students ORDER BY registration_date ASC LIMIT 1;"
student_transcripts_tracking,"Who is the earliest graduate of the school? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM Students ORDER BY graduation_date ASC LIMIT 1;"
student_transcripts_tracking,"What is the first, middle, and last name of the earliest school graduate?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1","SELECT first_name, middle_name, last_name FROM Graduates ORDER BY graduation_date ASC LIMIT 1;"
student_transcripts_tracking,Whose permanent address is different from his or her current address? List his or her first name.,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT Fname FROM Students WHERE Permanent_Address != Current_Address
student_transcripts_tracking,What is the first name of the student whose permanent address is different from his or her current one?,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT first_name FROM Students WHERE permanent_address_id != current_address_id
student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id, T1.line_1, T1.line_2, T1.line_3 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.address_id GROUP BY T1.address_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,"What is the id, line 1, and line 2 of the address with the most students?","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id, T1.line_1, T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.address_id GROUP BY T1.address_id ORDER BY COUNT(*) DESC LIMIT 1"
student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(transcript_date) FROM Transcripts
student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,SELECT AVG(transcript_date) FROM transcripts
student_transcripts_tracking,When is the first transcript released? List the date and details.,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT transcript_date, transcript_details FROM transcripts ORDER BY transcript_date LIMIT 1"
student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",SELECT * FROM transcript ORDER BY release_date ASC LIMIT 1;
student_transcripts_tracking,How many transcripts are released?,SELECT count(*) FROM Transcripts,SELECT count(*) FROM transcript
student_transcripts_tracking,How many transcripts are listed?,SELECT count(*) FROM Transcripts,SELECT COUNT(*) FROM transcripts;
student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(release_date) FROM transcripts
student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(release_date) FROM transcripts
student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*), course_enrollment_id FROM Transcript GROUP BY course_enrollment_id ORDER BY count(*) DESC LIMIT 1"
student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*), enrollment_id FROM Transcripts GROUP BY enrollment_id ORDER BY count(*) DESC LIMIT 1"
student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT date, id FROM transcript ORDER BY results ASC LIMIT 1;"
student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT date, id FROM transcript ORDER BY results ASC LIMIT 1;"
student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',SELECT T2.semester FROM student AS T1 JOIN enrollment AS T2 ON T1.student_id = T2.student_id WHERE T1.degree = 'Master' INTERSECT SELECT T2.semester FROM student AS T1 JOIN enrollment AS T2 ON T1.student_id = T2.student_id WHERE T1.degree = 'Bachelor'
student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',SELECT semester_id FROM Student_Enrolment JOIN Students ON Student_Enrolment.student_id = Students.student_id WHERE degree_program = 'Masters' INTERSECT SELECT semester_id FROM Student_Enrolment JOIN Students ON Student_Enrolment.student_id = Students.student_id WHERE degree_program = 'Bachelors'
student_transcripts_tracking,How many different addresses do the students currently live?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT COUNT(DISTINCT address) FROM students
